Stufe;Versorger;Tarif;Tarif-ID;Sparte;Typ;Verbrauch von;Verbrauch bis;gültig von;gültig bis;Provision in Euro;Provision in Euro je kWh;Folgeprovision in Euro;Folgeprovision in Euro je kWh;Sonderprovision
Stufe 21;rabot.energy;rabot.fix12;18439;Strom;Privatkunde;5001;30000;2025-04-01;2999-01-31;103.00;;;;
Stufe 21;rabot.energy;rabot.fix12;18439;Strom;Privatkunde;0;0;2026-02-03;2026-03-31;;;;;25.00 on Top 
Stufe 21;rabot.energy;rabot.fix12 Business;18441;Strom;Gewerbekunde;1500;3000;2025-04-01;2999-01-31;56.00;;;;
Stufe 21;rabot.energy;rabot.fix12 Business;18441;Strom;Gewerbekunde;3001;5000;2025-04-01;2999-01-31;75.00;;;;
Stufe 21;rabot.energy;rabot.fix12 Business;18441;Strom;Gewerbekunde;5001;30000;2025-04-01;2999-01-31;103.00;;;;
Stufe 21;rabot.energy;rabot.fix12 Business;18441;Strom;Gewerbekunde;0;0;2026-02-03;2026-03-31;;;;;25.00 on Top 
Stufe 21;rabot.energy;rabot.fix24;18440;Strom;Privatkunde;1500;3000;2025-10-01;2999-01-31;92.00;;;;
Stufe 21;rabot.energy;rabot.fix24;18440;Strom;Privatkunde;3001;5000;2025-10-01;2999-01-31;111.00;;;;
Stufe 21;rabot.energy;rabot.fix24;18440;Strom;Privatkunde;5001;30000;2025-10-01;2999-01-31;155.00;;;;
Stufe 21;rabot.energy;rabot.fix24;18440;Strom;Privatkunde;0;0;2026-02-03;2026-03-31;;;;;10.00 on Top 
Stufe 21;rabot.energy;rabot.fix24 Business;18442;Strom;Gewerbekunde;1500;3000;2025-10-01;2999-01-31;92.00;;;;
Stufe 21;rabot.energy;rabot.fix24 Business;18442;Strom;Gewerbekunde;3001;5000;2025-10-01;2999-01-31;111.00;;;;
Stufe 21;rabot.energy;rabot.fix24 Business;18442;Strom;Gewerbekunde;5001;30000;2025-10-01;2999-01-31;155.00;;;;
Stufe 21;rabot.energy;rabot.fix24 Business;18442;Strom;Gewerbekunde;0;0;2026-02-03;2026-03-31;;;;;10.00 on Top 
Stufe 21;rabot.energy;rabot.smart12 Business Pricecap;19077;Strom;Gewerbekunde;1500;3000;2025-08-05;2999-01-31;56.00;;;;
Stufe 21;rabot.energy;rabot.smart12 Business Pricecap;19077;Strom;Gewerbekunde;3001;5000;2025-08-05;2999-01-31;75.00;;;;
Stufe 21;rabot.energy;rabot.smart12 Business Pricecap;19077;Strom;Gewerbekunde;5001;30000;2025-08-05;2999-01-31;103.00;;;;
Stufe 21;rabot.energy;rabot.smart12 Business Pricecap;19077;Strom;Gewerbekunde;0;0;2026-02-03;2026-03-31;;;;;25.00 on Top 
Stufe 21;rabot.energy;rabot.smart24;19079;Strom;Privatkunde;1500;3000;2025-08-05;2999-04-30;92.00;;;;
Stufe 21;rabot.energy;rabot.smart24;19079;Strom;Privatkunde;3001;5000;2025-08-05;2999-04-30;110.00;;;;
Stufe 21;rabot.energy;rabot.smart24;19079;Strom;Privatkunde;5001;30000;2025-08-05;2999-04-30;155.00;;;;
Stufe 21;rabot.energy;rabot.smart24;19079;Strom;Privatkunde;30001;50000;2025-08-05;2999-04-30;255.00;;;;
Stufe 21;rabot.energy;rabot.smart24;19079;Strom;Privatkunde;50001;100000;2025-08-05;2999-04-30;325.00;;;;
Stufe 21;rabot.energy;rabot.smart24;19079;Strom;Privatkunde;0;0;2026-02-03;2026-03-31;;;;;25.00 on Top 
Stufe 21;rabot.energy;rabot.smart24 Business;19076;Strom;Gewerbekunde;1500;3000;2025-08-05;2999-04-30;92.00;;;;
Stufe 21;rabot.energy;rabot.smart24 Business;19076;Strom;Gewerbekunde;3001;5000;2025-08-05;2999-04-30;110.00;;;;
Stufe 21;rabot.energy;rabot.smart24 Business;19076;Strom;Gewerbekunde;5001;30000;2025-08-05;2999-04-30;155.00;;;;
Stufe 21;rabot.energy;rabot.smart24 Business;19076;Strom;Gewerbekunde;30001;50000;2025-08-05;2999-04-30;255.00;;;;
Stufe 21;rabot.energy;rabot.smart24 Business;19076;Strom;Gewerbekunde;50001;100000;2025-08-05;2999-04-30;325.00;;;;
Stufe 21;rabot.energy;rabot.smart24 Business;19076;Strom;Gewerbekunde;0;0;2026-02-03;2026-03-31;;;;;25.00 on Top 
Stufe 21;RheinEnergie AG;Fair Gas 12;14126;Gas;Privatkunde;1;1500000;2025-08-24;2999-05-31;104.00;;;;
Stufe 21;RheinEnergie AG;Fair Gas 24;14127;Gas;Privatkunde;1;1500000;2025-08-01;2999-05-31;144.00;;;;
Stufe 21;RheinEnergie AG;Fair Ökostrom 12;14130;Strom;Privatkunde;1;100000;2025-08-15;2999-05-31;104.00;;;;
Stufe 21;RheinEnergie AG;Fair Ökostrom 24;14131;Strom;Privatkunde;1;100000;2026-02-15;2999-05-31;135.00;;;;
Stufe 21;RheinEnergie AG;Fair Ökostrom 24;14131;Strom;Privatkunde;0;0;2026-03-08;2026-03-31;;;;;30.00 on Top 
Stufe 21;RheinEnergie AG;Fair Ökostrom 24 D GV;19476;Strom;Privatkunde;1;100000;2025-12-01;2999-05-31;144.00;;;;
Stufe 21;RheinEnergie AG;Fair Ökostrom 24 D GV;19476;Strom;Privatkunde;0;0;2025-12-03;2026-03-31;;;;;40.00 on Top 
Stufe 21;RheinEnergie AG;Fair Ökostrom 24 D GV;19476;Strom;Privatkunde;0;0;2026-03-08;2026-03-31;;;;;30.00 on Top 
Stufe 21;RheinEnergie AG;FairBest plus;14138;Gas;Privatkunde;1;1500000;2025-08-06;2999-05-31;67.00;;;;
Stufe 21;RheinEnergie AG;FairBest plus;14139;Strom;Privatkunde;1;100000;2025-08-06;2999-05-31;44.00;;;;
Stufe 21;RheinEnergie AG;Trade Gas 12;15806;Gas;Gewerbekunde;1;1500000;2025-08-25;2999-05-31;104.00;;;;
Stufe 21;RheinEnergie AG;Trade Gas 24;15807;Gas;Gewerbekunde;1;1500000;2025-08-25;2999-05-31;144.00;;;;
Stufe 21;RheinEnergie AG;Trade Ökostrom 12;15804;Strom;Gewerbekunde;1;100000;2025-08-25;2999-05-31;104.00;;;;
Stufe 21;RheinEnergie AG;Trade Ökostrom 24;15805;Strom;Gewerbekunde;1;100000;2026-02-15;2999-05-31;135.00;;;;
Stufe 21;RheinEnergie AG;Trade Ökostrom 24;15805;Strom;Gewerbekunde;0;0;2026-03-08;2026-03-31;;;;;30.00 on Top 
Stufe 21;rhenag;rhenag erdgasSMART24;17904;Gas;Privatkunde;7501;12000;2024-08-01;2999-03-31;59.00;;;;
Stufe 21;rhenag;rhenag erdgasSMART24;17904;Gas;Privatkunde;12001;50000;2024-08-01;2999-03-31;106.00;;;;
Stufe 21;rhenag;rhenag erdgasSMART24;17904;Gas;Privatkunde;50001;300000;2024-08-01;2999-03-31;125.00;;;;
Stufe 21;rhenag;rhenag stromSMART24;17902;Strom;Privatkunde;2501;3000;2024-08-01;2999-03-31;59.00;;;;
Stufe 21;rhenag;rhenag stromSMART24;17902;Strom;Privatkunde;3001;30000;2024-08-01;2999-03-31;106.00;;;;
Stufe 21;rhenag;rhenag stromSMART24;17902;Strom;Privatkunde;30001;100000;2024-08-01;2999-03-31;125.00;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Business;8178;Gas;Gewerbekunde;7500;15000;2019-01-15;2999-01-31;24.18;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Business;8178;Gas;Gewerbekunde;15001;30000;2019-01-15;2999-01-31;41.00;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Business;8178;Gas;Gewerbekunde;30001;60000;2019-01-15;2999-01-31;57.66;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Business;8178;Gas;Gewerbekunde;60001;100000;2019-01-15;2999-01-31;99.51;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Business;8178;Gas;Gewerbekunde;100001;150000;2019-01-15;2999-01-31;162.75;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Direkt;8179;Gas;Privatkunde;7500;15000;2019-01-15;2999-01-31;24.18;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Direkt;8179;Gas;Privatkunde;15001;30000;2019-01-15;2999-01-31;40.92;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Direkt;8179;Gas;Privatkunde;30001;60000;2019-01-15;2999-01-31;57.66;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Direkt;8179;Gas;Privatkunde;60001;100000;2019-01-15;2999-01-31;99.51;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönGas Direkt;8179;Gas;Privatkunde;100001;150000;2019-01-15;2999-01-31;162.75;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Business;4466;Strom;Gewerbekunde;1;1000;2017-09-01;2999-09-30;20.46;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Business;4466;Strom;Gewerbekunde;1001;2500;2017-09-01;2999-09-30;37.20;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Business;4466;Strom;Gewerbekunde;2501;5000;2017-09-01;2999-09-30;57.66;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Business;4466;Strom;Gewerbekunde;5001;100000;2017-09-01;2999-09-30;79.05;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur;7035;Strom;Privatkunde;1;1000;2019-01-01;2999-09-30;20.46;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur;7035;Strom;Privatkunde;1001;2500;2019-01-01;2999-09-30;37.20;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur;7035;Strom;Privatkunde;2501;5000;2019-01-01;2999-09-30;57.66;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur;7035;Strom;Privatkunde;5001;100000;2019-01-01;2999-09-30;79.05;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur GSL;7034;Strom;Privatkunde;1;1000;2019-01-01;2999-09-30;20.46;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur GSL;7034;Strom;Privatkunde;1001;2500;2019-01-01;2999-09-30;37.20;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur GSL;7034;Strom;Privatkunde;2501;5000;2019-01-01;2999-09-30;57.66;;;;
Stufe 21;RhönEnergie Fulda GmbH;RhönStrom Natur GSL;7034;Strom;Privatkunde;5001;100000;2019-01-01;2999-09-30;79.05;;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 RLM;18798;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 RLM;18798;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 RLM;18804;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 RLM;18804;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 SLP;18792;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 SLP;18792;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 SLP;18793;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 12 SLP;18793;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 RLM;18795;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 RLM;18795;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 RLM;18803;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 RLM;18803;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 SLP;18789;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 SLP;18789;Strom;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 SLP;18790;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;0.00085000;;;
Stufe 21;SGB Energie GmbH;VZ Flex Plus 24 SLP;18790;Gas;Gewerbekunde;1;10000000;2025-06-01;2999-01-31;;;;0.00085000 ab dem 2. Belieferungsmonat monatlich;
Stufe 21;Städtische Werke Kassel;Herkules Gas;11148;Gas;Privatkunde;5000;100000;2024-08-20;2999-01-31;53.01;;;;
Stufe 21;Städtische Werke Kassel;Herkules Strom;11149;Strom;Privatkunde;1000;100000;2024-08-20;2999-01-31;53.01;;;;
Stufe 21;Städtische Werke Kassel;Sicher Gas;5272;Gas;Privatkunde;500;800000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Sicher Gas;5274;Gas;Gewerbekunde;500;800000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Sicher Strom;5268;Strom;Privatkunde;800;100000;2024-09-11;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Sicher Strom;5270;Strom;Gewerbekunde;800;100000;2024-09-11;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Speicherheizung Natur getr. ET;3057;Strom;Privatkunde;200;100000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Speicherheizung Natur getr. ET;3058;Strom;Gewerbekunde;200;100000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Wärmepumpe Natur getr. ET;1744;Strom;Privatkunde;200;100000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Wärmepumpe Natur getr. ET;1745;Strom;Gewerbekunde;200;100000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Wärmepumpe Natur getr. ZT;1710;Strom;Privatkunde;200;100000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Städtische Werke Kassel;Wärmepumpe Natur getr. ZT;1711;Strom;Gewerbekunde;200;100000;2024-08-20;2999-01-31;88.00;;;;
Stufe 21;Stadtwerke Augsburg;swa Strom Fest24 natur DB;18876;Strom;Privatkunde;1000;2999;2025-11-09;2999-11-30;108.00;;;;
Stufe 21;Stadtwerke Augsburg;swa Strom Fest24 natur DB;18876;Strom;Privatkunde;3000;5999;2025-11-09;2999-11-30;127.00;;;;
Stufe 21;Stadtwerke Augsburg;swa Strom Fest24 natur DB;18876;Strom;Privatkunde;6000;9999;2025-11-09;2999-11-30;147.00;;;;
Stufe 21;Stadtwerke Augsburg;swa Strom Fest24 natur DB;18876;Strom;Privatkunde;10000;100000;2025-11-09;2999-11-30;167.00;;;;
Stufe 21;Stadtwerke Dessau;DessauErdgas Regio;19204;Gas;Privatkunde;5000;99000;2026-01-01;2999-09-30;189.00;;;;
Stufe 21;Stadtwerke Dessau;DessauStrom Regio;19205;Strom;Privatkunde;1000;99000;2026-01-01;2999-09-30;189.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 12;12475;Gas;Gewerbekunde;2001;10000;2021-03-01;2999-03-31;67.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 12;12475;Gas;Gewerbekunde;10001;50000;2021-03-01;2999-03-31;91.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 12;12475;Gas;Gewerbekunde;50001;80000;2021-03-01;2999-03-31;155.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 12;12475;Gas;Gewerbekunde;80001;100000;2021-03-01;2999-03-31;195.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 24;12476;Gas;Gewerbekunde;2001;10000;2021-03-01;2999-03-31;76.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 24;12476;Gas;Gewerbekunde;10001;50000;2021-03-01;2999-03-31;145.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 24;12476;Gas;Gewerbekunde;50001;80000;2021-03-01;2999-03-31;193.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 24;12476;Gas;Gewerbekunde;80001;100000;2021-03-01;2999-03-31;242.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 36;12477;Gas;Gewerbekunde;2001;10000;2021-03-01;2999-03-31;86.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 36;12477;Gas;Gewerbekunde;10001;50000;2021-03-01;2999-03-31;199.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 36;12477;Gas;Gewerbekunde;50001;80000;2021-03-01;2999-03-31;232.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbegas 36;12477;Gas;Gewerbekunde;80001;100000;2021-03-01;2999-03-31;290.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;2001;5000;2021-03-01;2999-03-31;53.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;5001;10000;2021-03-01;2999-03-31;57.50;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;10001;20000;2021-03-01;2999-03-31;76.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;20001;30000;2021-03-01;2999-03-31;105.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;30001;50000;2022-05-01;2999-03-31;144.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;50001;70000;2022-05-01;2999-03-31;199.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 12;12481;Strom;Gewerbekunde;70001;99999;2022-05-01;2999-03-31;249.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;2001;5000;2021-03-01;2999-03-31;76.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;5001;10000;2021-03-01;2999-03-31;95.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;10001;20000;2021-03-01;2999-03-31;124.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;20001;30000;2021-03-01;2999-03-31;172.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;30001;50000;2022-05-01;2999-03-31;213.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;50001;70000;2022-05-01;2999-03-31;278.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 24;12482;Strom;Gewerbekunde;70001;99999;2022-05-01;2999-03-31;322.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;2001;5000;2021-03-01;2999-03-31;95.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;5001;10000;2021-03-01;2999-03-31;115.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;10001;20000;2021-03-01;2999-03-31;145.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;20001;30000;2021-03-01;2999-03-31;195.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;30001;50000;2022-05-01;2999-03-31;233.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;50001;70000;2022-05-01;2999-03-31;299.00;;;;
Stufe 21;Stadtwerke Duisburg;Mein Gewerbestrom 36;12483;Strom;Gewerbekunde;70001;99999;2022-05-01;2999-03-31;343.00;;;;
Stufe 21;Stadtwerke Stuttgart;Ökostrom 12;19416;Strom;Privatkunde;1;100000;2025-11-01;2999-09-30;67.00;;;;
Stufe 21;Stadtwerke Stuttgart;Ökostrom 12;19417;Strom;Gewerbekunde;1;100000;2025-11-01;2999-09-30;67.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;1500;5000;2022-11-01;2999-11-30;20.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;5001;10000;2022-11-01;2999-11-30;39.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;10001;15000;2022-11-01;2999-11-30;48.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;15001;30000;2022-11-01;2999-11-30;86.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;30001;50000;2022-11-01;2999-11-30;114.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;50001;80000;2022-11-01;2999-11-30;144.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;80001;90000;2022-12-01;2999-11-30;164.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;17.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom;14442;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;36.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;1500;5000;2022-11-01;2999-11-30;20.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;5001;10000;2022-11-01;2999-11-30;39.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;10001;15000;2022-11-01;2999-11-30;48.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;15001;30000;2022-11-01;2999-11-30;86.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;30001;50000;2022-11-01;2999-11-30;114.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;50001;80000;2022-11-01;2999-11-30;144.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;80001;90000;2022-12-01;2999-11-30;164.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;15001;50000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;15001;50000;2022-11-01;2999-11-30;;;17.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;50001;100000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom Gewerbe;14451;Strom;Gewerbekunde;50001;100000;2022-11-01;2999-11-30;;;36.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;1500;5000;2022-11-01;2999-11-30;20.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;5001;10000;2022-11-01;2999-11-30;39.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;10001;15000;2022-11-01;2999-11-30;48.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;15001;30000;2022-11-01;2999-11-30;86.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;30001;50000;2022-11-01;2999-11-30;114.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;50001;80000;2022-11-01;2999-11-30;144.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;80001;90000;2022-12-01;2999-11-30;164.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;17.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Strom HT/NT;14443;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;36.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;1500;5000;2022-11-01;2999-11-30;20.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;5001;10000;2022-11-01;2999-11-30;39.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;10001;15000;2022-11-01;2999-11-30;48.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;15001;30000;2022-11-01;2999-11-30;86.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;30001;50000;2022-11-01;2999-11-30;114.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;50001;80000;2022-11-01;2999-11-30;144.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;80001;90000;2022-12-01;2999-11-30;164.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;;;
